Documet1,Document2,K,ShinglesJaccard,AproxSim
"1-Mare-Balena","14-Pride-Perjudice",6,0.000457875,0.106955
"1-Mare-Balena","15-Don-Quijote",6,0.00269251,0.18898
"1-Mare-Balena","15-Mare-Balena",6,0.178283,0.429132
"1-Mare-Balena","15-Pride-Perjudice",6,0,0.0168924
"1-Mare-Balena","16-Don-Quijote",6,0.00535619,0.424518
"1-Mare-Balena","16-Mare-Balena",6,0.163388,0.385913
"1-Mare-Balena","16-Pride-Perjudice",6,0.00318021,0.283104
"1-Mare-Balena","17-Don-Quijote",6,0.0010453,0.0715797
"1-Mare-Balena","17-Mare-Balena",6,0.0576779,0.125939
"1-Mare-Balena","17-Pride-Perjudice",6,0,0.0218761
"1-Mare-Balena","18-Don-Quijote",6,0.000639795,0.0863804
"1-Mare-Balena","18-Mare-Balena",6,0.270567,0.742734
"1-Mare-Balena","18-Pride-Perjudice",6,0.000510725,0.037273
"1-Mare-Balena","19-Don-Quijote",6,0.00254453,0.151222
"1-Mare-Balena","19-Mare-Balena",6,0.0353982,0.0775363
"1-Mare-Balena","19-Pride-Perjudice",6,0.000906208,0.106892
"1-Mare-Balena","2-Don-Quijote",6,0.00512645,0.335563
"1-Mare-Balena","2-Mare-Balena",6,0.314019,0.930598
"1-Mare-Balena","2-Pride-Perjudice",6,0.00226586,0.236873
"1-Mare-Balena","20-Don-Quijote",6,0,0.0361685
"1-Mare-Balena","20-Mare-Balena",6,0.213835,0.51663
"1-Mare-Balena","20-Pride-Perjudice",6,0.00167673,0.32304
"1-Mare-Balena","3-Don-Quijote",6,0.00611765,0.573707
"1-Mare-Balena","3-Mare-Balena",6,0.00728745,0.0154368
"1-Mare-Balena","3-Pride-Perjudice",6,0.00374032,0.475562
"1-Mare-Balena","4-Don-Quijote",6,0.00428725,0.144398
"1-Mare-Balena","4-Mare-Balena",6,0.124632,0.265872
"1-Mare-Balena","4-Pride-Perjudice",6,0.00253743,0.51049
"1-Mare-Balena","5-Don-Quijote",6,0.0042735,0.311707
"1-Mare-Balena","5-Mare-Balena",6,0.244515,0.65013
"1-Mare-Balena","5-Pride-Perjudice",6,0.00190386,0.481551
"1-Mare-Balena","6-Don-Quijote",6,0.00677291,0.746306
"1-Mare-Balena","6-Mare-Balena",6,0.0085034,0.0288837
"1-Mare-Balena","6-Pride-Perjudice",6,0.00322841,0.470415
"1-Mare-Balena","7-Don-Quijote",6,0,0.0010272
"1-Mare-Balena","7-Mare-Balena",6,0.120354,0.282275
"1-Mare-Balena","7-Pride-Perjudice",6,0.00181488,0.206328
"1-Mare-Balena","8-Don-Quijote",6,0.00305344,0.259457
"1-Mare-Balena","8-Mare-Balena",6,0.0259117,0.0598101
"1-Mare-Balena","8-Pride-Perjudice",6,0.00234949,0.37541
"1-Mare-Balena","9-Don-Quijote",6,0.00615385,0.47308
"1-Mare-Balena","9-Mare-Balena",6,0.304537,0.864896
"1-Mare-Balena","9-Pride-Perjudice",6,0.000629723,0.050728
"1-Pride-Perjudice","10-Don-Quijote",6,0,0.282318
"1-Pride-Perjudice","10-Mare-Balena",6,0.00108992,0.314429
"1-Pride-Perjudice","10-Pride-Perjudice",6,0.0743802,0.191634
"1-Pride-Perjudice","11-Don-Quijote",6,0,0.145579
"1-Pride-Perjudice","11-Mare-Balena",6,0.00075358,0.14581
"1-Pride-Perjudice","11-Pride-Perjudice",6,0.0513566,0.14568
"1-Pride-Perjudice","12-Don-Quijote",6,0.000909091,0.100212
"1-Pride-Perjudice","12-Mare-Balena",6,0,0.0757843
"1-Pride-Perjudice","12-Pride-Perjudice",6,0.0340402,0.0853475
"1-Pride-Perjudice","13-Don-Quijote",6,0.000889944,0.823708
"1-Pride-Perjudice","13-Mare-Balena",6,0,0.0146682
"1-Pride-Perjudice","13-Pride-Perjudice",6,0.125499,0.361036
"1-Pride-Perjudice","14-Don-Quijote",6,0,0.233945
"1-Pride-Perjudice","14-Mare-Balena",6,0.00140515,0.3431
"1-Pride-Perjudice","14-Pride-Perjudice",6,0.112576,0.320514
"1-Pride-Perjudice","15-Don-Quijote",6,0,0.306267
"1-Pride-Perjudice","15-Mare-Balena",6,0.0014313,0.393289
"1-Pride-Perjudice","15-Pride-Perjudice",6,0.236705,0.712088
"1-Pride-Perjudice","16-Don-Quijote",6,0,0.0190752
"1-Pride-Perjudice","16-Mare-Balena",6,0,0.151474
"1-Pride-Perjudice","16-Pride-Perjudice",6,0.124807,0.373555
"1-Pride-Perjudice","17-Don-Quijote",6,0.00133511,0.111706
"1-Pride-Perjudice","17-Mare-Balena",6,0.00229095,0.423476
"1-Pride-Perjudice","17-Pride-Perjudice",6,0.133182,0.338725
"1-Pride-Perjudice","18-Don-Quijote",6,0.00146843,0.100331
"1-Pride-Perjudice","18-Mare-Balena",6,0.00192123,0.14683
"1-Pride-Perjudice","18-Pride-Perjudice",6,0.0784537,0.223467
"1-Pride-Perjudice","19-Don-Quijote",6,0.00130039,0.267018
"1-Pride-Perjudice","19-Mare-Balena",6,0.00190476,0.545103
"1-Pride-Perjudice","19-Pride-Perjudice",6,0.0534979,0.118504
"1-Pride-Perjudice","2-Don-Quijote",6,0.000766284,0.503765
"1-Pride-Perjudice","2-Mare-Balena",6,0.0025436,0.548007
"1-Pride-Perjudice","2-Pride-Perjudice",6,0.0824607,0.207649
"1-Pride-Perjudice","20-Don-Quijote",6,0.000639386,0.702657
"1-Pride-Perjudice","20-Mare-Balena",6,0.000522466,0.288659
"1-Pride-Perjudice","20-Pride-Perjudice",6,0.0720439,0.185111
"1-Pride-Perjudice","3-Don-Quijote",6,0.000415282,0.475814
"1-Pride-Perjudice","3-Mare-Balena",6,0.00059312,0.101754
"1-Pride-Perjudice","3-Pride-Perjudice",6,0.165167,0.45558
"1-Pride-Perjudice","4-Don-Quijote",6,0,0.0581777
"1-Pride-Perjudice","4-Mare-Balena",6,0.00156055,0.753943
"1-Pride-Perjudice","4-Pride-Perjudice",6,0.0465116,0.125479
"1-Pride-Perjudice","5-Don-Quijote",6,0,0.207607
"1-Pride-Perjudice","5-Mare-Balena",6,0.000462321,0.245801
"1-Pride-Perjudice","5-Pride-Perjudice",6,0.055429,0.116924
"1-Pride-Perjudice","6-Don-Quijote",6,0,0.138666
"1-Pride-Perjudice","6-Mare-Balena",6,0.000498256,0.302362
"1-Pride-Perjudice","6-Pride-Perjudice",6,0.0273556,0.092084
"1-Pride-Perjudice","7-Don-Quijote",6,0.000479616,0.247206
"1-Pride-Perjudice","7-Mare-Balena",6,0.0019544,0.681883
"1-Pride-Perjudice","7-Pride-Perjudice",6,0.0540541,0.132155
"1-Pride-Perjudice","8-Don-Quijote",6,0.000507614,0.190931
"1-Pride-Perjudice","8-Mare-Balena",6,0,0.27721
"1-Pride-Perjudice","8-Pride-Perjudice",6,0.0467873,0.108671
"1-Pride-Perjudice","9-Don-Quijote",6,0.000800961,0.379369
"1-Pride-Perjudice","9-Mare-Balena",6,0,0.171502
"1-Pride-Perjudice","9-Pride-Perjudice",6,0.0166482,0.0354367
"10-Don-Quijote","10-Mare-Balena",6,0.000529381,0.0318906
"10-Don-Quijote","10-Pride-Perjudice",6,0,0.038318
"10-Don-Quijote","11-Don-Quijote",6,0.154957,0.326481
"10-Don-Quijote","11-Mare-Balena",6,0.00336377,0.258301
"10-Don-Quijote","11-Pride-Perjudice",6,0.00051573,0.0347946
"10-Don-Quijote","12-Don-Quijote",6,0.137967,0.297505
"10-Don-Quijote","12-Mare-Balena",6,0,0.0318089
"10-Don-Quijote","12-Pride-Perjudice",6,0,0.0260774
"10-Don-Quijote","13-Don-Quijote",6,0.045721,0.100925
"10-Don-Quijote","13-Mare-Balena",6,0,0.00576442
"10-Don-Quijote","13-Pride-Perjudice",6,0.000621311,0.380312
"10-Don-Quijote","14-Don-Quijote",6,0.22816,0.517229
"10-Don-Quijote","14-Mare-Balena",6,0.00158228,0.141396
"10-Don-Quijote","14-Pride-Perjudice",6,0.000768935,0.287648
"10-Don-Quijote","15-Don-Quijote",6,0.00184502,0.0037642
"10-Don-Quijote","15-Mare-Balena",6,0.00339367,0.200776
"10-Don-Quijote","15-Pride-Perjudice",6,0.00091954,0.223953
"10-Don-Quijote","16-Don-Quijote",6,0.267845,0.633735
"10-Don-Quijote","16-Mare-Balena",6,0.00206292,0.156212
"10-Don-Quijote","16-Pride-Perjudice",6,0.000418936,0.22021
"10-Don-Quijote","17-Don-Quijote",6,0.0151057,0.0310586
"10-Don-Quijote","17-Mare-Balena",6,0.0008726,0.23056
"10-Don-Quijote","17-Pride-Perjudice",6,0.000894721,0.526229
"10-Don-Quijote","18-Don-Quijote",6,0.161651,0.331318
"10-Don-Quijote","18-Mare-Balena",6,0.000559284,0.173327
"10-Don-Quijote","18-Pride-Perjudice",6,0.000670466,0.35445
"10-Don-Quijote","19-Don-Quijote",6,0.148128,0.278339
"10-Don-Quijote","19-Mare-Balena",6,0.00474934,0.649858
"10-Don-Quijote","19-Pride-Perjudice",6,0.00127389,0.489882
"10-Don-Quijote","2-Don-Quijote",6,0.0105597,0.0170891
"10-Don-Quijote","2-Mare-Balena",6,0.00642674,0.69321
"10-Don-Quijote","2-Pride-Perjudice",6,0,0.0428022
"10-Don-Quijote","20-Don-Quijote",6,0.229217,0.539043
"10-Don-Quijote","20-Mare-Balena",6,0.000795229,0.155668
"10-Don-Quijote","20-Pride-Perjudice",6,0.000878735,0.166233
"10-Don-Quijote","3-Don-Quijote",6,0.0807453,0.164671
"10-Don-Quijote","3-Mare-Balena",6,0.0040309,0.429118
"10-Don-Quijote","3-Pride-Perjudice",6,0.000365364,0.363302
"10-Don-Quijote","4-Don-Quijote",6,0.156082,0.33951
"10-Don-Quijote","4-Mare-Balena",6,0.00546838,0.782978
"10-Don-Quijote","4-Pride-Perjudice",6,0.00165631,0.21659
"10-Don-Quijote","5-Don-Quijote",6,0.176771,0.390112
"10-Don-Quijote","5-Mare-Balena",6,0,0.0137913
"10-Don-Quijote","5-Pride-Perjudice",6,0.000765111,0.356841
"10-Don-Quijote","6-Don-Quijote",6,0.233859,0.523983
"10-Don-Quijote","6-Mare-Balena",6,0.0010015,0.117956
"10-Don-Quijote","6-Pride-Perjudice",6,0.00109529,0.618761
"10-Don-Quijote","7-Don-Quijote",6,0.061619,0.124751
"10-Don-Quijote","7-Mare-Balena",6,0.0011976,0.123995
"10-Don-Quijote","7-Pride-Perjudice",6,0.000864803,0.487316
"10-Don-Quijote","8-Don-Quijote",6,0.305237,0.780843
"10-Don-Quijote","8-Mare-Balena",6,0.00358038,0.372207
"10-Don-Quijote","8-Pride-Perjudice",6,0.00139211,0.121927
"10-Don-Quijote","9-Don-Quijote",6,0.0778182,0.148912
"10-Don-Quijote","9-Mare-Balena",6,0.00185071,0.152182
"10-Don-Quijote","9-Pride-Perjudice",6,0.000499002,0.205036
"10-Mare-Balena","10-Pride-Perjudice",6,0.00275482,0.380745
"10-Mare-Balena","11-Don-Quijote",6,0.00357356,0.151315
"10-Mare-Balena","11-Mare-Balena",6,0.0286944,0.065355
"10-Mare-Balena","11-Pride-Perjudice",6,0.00290503,0.59591
"10-Mare-Balena","12-Don-Quijote",6,0,0.0215414
"10-Mare-Balena","12-Mare-Balena",6,0.182445,0.468896
"10-Mare-Balena","12-Pride-Perjudice",6,0.0021225,0.347268
"10-Mare-Balena","13-Don-Quijote",6,0.00415061,0.317141
"10-Mare-Balena","13-Mare-Balena",6,0.00806916,0.0166101
"10-Mare-Balena","13-Pride-Perjudice",6,0.00277085,0.390657
"10-Mare-Balena","14-Don-Quijote",6,0.00720165,0.722738
"10-Mare-Balena","14-Mare-Balena",6,0.0707804,0.176791
"10-Mare-Balena","14-Pride-Perjudice",6,0.00123711,0.258533
"10-Mare-Balena","15-Don-Quijote",6,0.0015448,0.1656
"10-Mare-Balena","15-Mare-Balena",6,0.136084,0.304447
"10-Mare-Balena","15-Pride-Perjudice",6,0.00068306,0.304283
"10-Mare-Balena","16-Don-Quijote",6,0.00680561,0.677938
"10-Mare-Balena","16-Mare-Balena",6,0.063346,0.141184
"10-Mare-Balena","16-Pride-Perjudice",6,0.00181984,0.583086
"10-Mare-Balena","17-Don-Quijote",6,0.00150773,0.199748
"10-Mare-Balena","17-Mare-Balena",6,0.121739,0.294194
"10-Mare-Balena","17-Pride-Perjudice",6,0,0.059007
"10-Mare-Balena","18-Don-Quijote",6,0.00495731,0.453646
"10-Mare-Balena","18-Mare-Balena",6,0.0283662,0.0529591
"10-Mare-Balena","18-Pride-Perjudice",6,0.00265756,0.287463
"10-Mare-Balena","19-Don-Quijote",6,0.00267062,0.406247
"10-Mare-Balena","19-Mare-Balena",6,0.0310289,0.0629129
"10-Mare-Balena","19-Pride-Perjudice",6,0,0.103496
"10-Mare-Balena","2-Don-Quijote",6,0.000583431,0.0712987
"10-Mare-Balena","2-Mare-Balena",6,0.133208,0.306102
"10-Mare-Balena","2-Pride-Perjudice",6,0,0.00650823
"10-Mare-Balena","20-Don-Quijote",6,0.00403476,0.273321
"10-Mare-Balena","20-Mare-Balena",6,0.0429338,0.103406
"10-Mare-Balena","20-Pride-Perjudice",6,0.00221668,0.406354
"10-Mare-Balena","3-Don-Quijote",6,0.00788821,0.618899
"10-Mare-Balena","3-Mare-Balena",6,0.119407,0.283554
"10-Mare-Balena","3-Pride-Perjudice",6,0.002001,0.502555
"10-Mare-Balena","4-Don-Quijote",6,0,0.0775676
"10-Mare-Balena","4-Mare-Balena",6,0.135382,0.34109
"10-Mare-Balena","4-Pride-Perjudice",6,0.00166759,0.166251
"10-Mare-Balena","5-Don-Quijote",6,0,0.0386554
"10-Mare-Balena","5-Mare-Balena",6,0.125386,0.253254
"10-Mare-Balena","5-Pride-Perjudice",6,0,0.0431746
"10-Mare-Balena","6-Don-Quijote",6,0.00282087,0.0783621
"10-Mare-Balena","6-Mare-Balena",6,0.0546265,0.103098
"10-Mare-Balena","6-Pride-Perjudice",6,0.003985,0.565761
"10-Mare-Balena","7-Don-Quijote",6,0.00535834,0.324001
"10-Mare-Balena","7-Mare-Balena",6,0.0355161,0.0699571
"10-Mare-Balena","7-Pride-Perjudice",6,0.00123558,0.17855
"10-Mare-Balena","8-Don-Quijote",6,0.000798722,0.155255
"10-Mare-Balena","8-Mare-Balena",6,0.0278164,0.0575602
"10-Mare-Balena","8-Pride-Perjudice",6,0.00102529,0.304204
"10-Mare-Balena","9-Don-Quijote",6,0.00427533,0.198052
"10-Mare-Balena","9-Mare-Balena",6,0.113622,0.260119
"10-Mare-Balena","9-Pride-Perjudice",6,0.00202293,0.321891
"10-Pride-Perjudice","11-Don-Quijote",6,0,0.248924
"10-Pride-Perjudice","11-Mare-Balena",6,0.00181571,0.338353
"10-Pride-Perjudice","11-Pride-Perjudice",6,0.0477223,0.146569
"10-Pride-Perjudice","12-Don-Quijote",6,0.00083022,0.473002
"10-Pride-Perjudice","12-Mare-Balena",6,0.00353107,0.548452
"10-Pride-Perjudice","12-Pride-Perjudice",6,0.245581,0.801547
"10-Pride-Perjudice","13-Don-Quijote",6,0.00123916,0.764718
"10-Pride-Perjudice","13-Mare-Balena",6,0.00301568,0.793414
"10-Pride-Perjudice","13-Pride-Perjudice",6,0.0282326,0.0640927
"10-Pride-Perjudice","14-Don-Quijote",6,0.000928074,0.317879
"10-Pride-Perjudice","14-Mare-Balena",6,0.00244101,0.489628
"10-Pride-Perjudice","14-Pride-Perjudice",6,0.118486,0.309743
"10-Pride-Perjudice","15-Don-Quijote",6,0,0.0983182
"10-Pride-Perjudice","15-Mare-Balena",6,0.00144613,0.569386
"10-Pride-Perjudice","15-Pride-Perjudice",6,0.11491,0.316904
"10-Pride-Perjudice","16-Don-Quijote",6,0.00103986,0.573601
"10-Pride-Perjudice","16-Mare-Balena",6,0.00262161,0.856267
"10-Pride-Perjudice","16-Pride-Perjudice",6,0.0840336,0.228364
"10-Pride-Perjudice","17-Don-Quijote",6,0.000693481,0.155288
"10-Pride-Perjudice","17-Mare-Balena",6,0.00232883,0.383348
"10-Pride-Perjudice","17-Pride-Perjudice",6,0.157034,0.371888
"10-Pride-Perjudice","18-Don-Quijote",6,0.00104548,0.324806
"10-Pride-Perjudice","18-Mare-Balena",6,0.00144648,0.224324
"10-Pride-Perjudice","18-Pride-Perjudice",6,0.175345,0.503563
"10-Pride-Perjudice","19-Don-Quijote",6,0,0.429774
"10-Pride-Perjudice","19-Mare-Balena",6,0.00182682,0.576687
"10-Pride-Perjudice","19-Pride-Perjudice",6,0.059593,0.131881
"10-Pride-Perjudice","2-Don-Quijote",6,0,0.0505342
"10-Pride-Perjudice","2-Mare-Balena",6,0,0.0197823
"10-Pride-Perjudice","2-Pride-Perjudice",6,0.0935308,0.229363
"10-Pride-Perjudice","20-Don-Quijote",6,0,0.164753
"10-Pride-Perjudice","20-Mare-Balena",6,0.00309981,0.766396
"10-Pride-Perjudice","20-Pride-Perjudice",6,0.0311457,0.075273
"10-Pride-Perjudice","3-Don-Quijote",6,0,0.0171234
"10-Pride-Perjudice","3-Mare-Balena",6,0,0.0796603
"10-Pride-Perjudice","3-Pride-Perjudice",6,0.159454,0.453162
"10-Pride-Perjudice","4-Don-Quijote",6,0,0.101303
"10-Pride-Perjudice","4-Mare-Balena",6,0.000815328,0.488773
"10-Pride-Perjudice","4-Pride-Perjudice",6,0.0730479,0.192905
"10-Pride-Perjudice","5-Don-Quijote",6,0.000429553,0.402631
"10-Pride-Perjudice","5-Mare-Balena",6,0.00266312,0.323373
"10-Pride-Perjudice","5-Pride-Perjudice",6,0.0458515,0.0948237
"10-Pride-Perjudice","6-Don-Quijote",6,0,0.660241
"10-Pride-Perjudice","6-Mare-Balena",6,0.00150981,0.249303
"10-Pride-Perjudice","6-Pride-Perjudice",6,0.028436,0.0782103
"10-Pride-Perjudice","7-Don-Quijote",6,0,0.259892
"10-Pride-Perjudice","7-Mare-Balena",6,0.00190476,0.520687
"10-Pride-Perjudice","7-Pride-Perjudice",6,0.165005,0.457601
"10-Pride-Perjudice","8-Don-Quijote",6,0.000504796,0.347449
"10-Pride-Perjudice","8-Mare-Balena",6,0.0019216,0.435577
"10-Pride-Perjudice","8-Pride-Perjudice",6,0.111821,0.28767
"10-Pride-Perjudice","9-Don-Quijote",6,0,0.106239
"10-Pride-Perjudice","9-Mare-Balena",6,0.00212766,0.520494
"10-Pride-Perjudice","9-Pride-Perjudice",6,0.121838,0.333042
"11-Don-Quijote","11-Mare-Balena",6,0.00183402,0.288963
"11-Don-Quijote","11-Pride-Perjudice",6,0.000465116,0.261774
"11-Don-Quijote","12-Don-Quijote",6,0.0783257,0.166104
"11-Don-Quijote","12-Mare-Balena",6,0.00091617,0.0133638
"11-Don-Quijote","12-Pride-Perjudice",6,0.000973947,0.740906
"11-Don-Quijote","13-Don-Quijote",6,0.21567,0.443921
"11-Don-Quijote","13-Mare-Balena",6,0,0.00824478
"11-Don-Quijote","13-Pride-Perjudice",6,0.000538358,0.632554
"11-Don-Quijote","14-Don-Quijote",6,0.180968,0.390704
"11-Don-Quijote","14-Mare-Balena",6,0.00442347,0.549843
"11-Don-Quijote","14-Pride-Perjudice",6,0.000682594,0.173063
"11-Don-Quijote","15-Don-Quijote",6,0.14297,0.330156
"11-Don-Quijote","15-Mare-Balena",6,0.00741073,0.88308
"11-Don-Quijote","15-Pride-Perjudice",6,0.000565131,0.587425
"11-Don-Quijote","16-Don-Quijote",6,0.12066,0.25174
"11-Don-Quijote","16-Mare-Balena",6,0.00178492,0.306734
"11-Don-Quijote","16-Pride-Perjudice",6,0.00137615,0.243731
"11-Don-Quijote","17-Don-Quijote",6,0.057754,0.113284
"11-Don-Quijote","17-Mare-Balena",6,0.000869565,0.108535
"11-Don-Quijote","17-Pride-Perjudice",6,0,0.129428
"11-Don-Quijote","18-Don-Quijote",6,0.0965278,0.178397
"11-Don-Quijote","18-Mare-Balena",6,0.00280505,0.595446
"11-Don-Quijote","18-Pride-Perjudice",6,0.00129199,0.384664
"11-Don-Quijote","19-Don-Quijote",6,0.0405405,0.0758711
"11-Don-Quijote","19-Mare-Balena",6,0.00445831,0.164953
"11-Don-Quijote","19-Pride-Perjudice",6,0.000801282,0.351311
"11-Don-Quijote","2-Don-Quijote",6,0.166963,0.332828
"11-Don-Quijote","2-Mare-Balena",6,0.00427673,0.694229
"11-Don-Quijote","2-Pride-Perjudice",6,0,0.0253903
"11-Don-Quijote","20-Don-Quijote",6,0.0949239,0.186246
"11-Don-Quijote","20-Mare-Balena",6,0.00323102,0.0687237
"11-Don-Quijote","20-Pride-Perjudice",6,0.000782677,0.651935
"11-Don-Quijote","3-Don-Quijote",6,0.0443304,0.088073
"11-Don-Quijote","3-Mare-Balena",6,0.00553746,0.453888
"11-Don-Quijote","3-Pride-Perjudice",6,0.000833333,0.598041
"11-Don-Quijote","4-Don-Quijote",6,0.0284414,0.0481675
"11-Don-Quijote","4-Mare-Balena",6,0.00182482,0.0909439
"11-Don-Quijote","4-Pride-Perjudice",6,0.000809061,0.3484
"11-Don-Quijote","5-Don-Quijote",6,0.0806202,0.158447
"11-Don-Quijote","5-Mare-Balena",6,0.000801925,0.148531
"11-Don-Quijote","5-Pride-Perjudice",6,0.00100276,0.710058
"11-Don-Quijote","6-Don-Quijote",6,0.00439078,0.00824936
"11-Don-Quijote","6-Mare-Balena",6,0.00546763,0.522523
"11-Don-Quijote","6-Pride-Perjudice",6,0.00110457,0.323665
"11-Don-Quijote","7-Don-Quijote",6,0.130224,0.255464
"11-Don-Quijote","7-Mare-Balena",6,0.00459087,0.621843
"11-Don-Quijote","7-Pride-Perjudice",6,0.000674536,0.449749
"11-Don-Quijote","8-Don-Quijote",6,0.256516,0.604482
"11-Don-Quijote","8-Mare-Balena",6,0.00593792,0.627989
"11-Don-Quijote","8-Pride-Perjudice",6,0.000822707,0.247572
"11-Don-Quijote","9-Don-Quijote",6,0.131045,0.275227
"11-Don-Quijote","9-Mare-Balena",6,0.000456204,0.0894573
"11-Don-Quijote","9-Pride-Perjudice",6,0.00038956,0.351016
"11-Mare-Balena","11-Pride-Perjudice",6,0,0.0661248
"11-Mare-Balena","12-Don-Quijote",6,0.00321074,0.31241
"11-Mare-Balena","12-Mare-Balena",6,0.133817,0.316257
"11-Mare-Balena","12-Pride-Perjudice",6,0.00105189,0.324542
"11-Mare-Balena","13-Don-Quijote",6,0.00626468,0.452585
"11-Mare-Balena","13-Mare-Balena",6,0.294217,0.837592
"11-Mare-Balena","13-Pride-Perjudice",6,0,0.0203667
"11-Mare-Balena","14-Don-Quijote",6,0.00654511,0.571016
"11-Mare-Balena","14-Mare-Balena",6,0.0246555,0.0407218
"11-Mare-Balena","14-Pride-Perjudice",6,0.0021692,0.464784
"11-Mare-Balena","15-Don-Quijote",6,0.00108932,0.0762847
"11-Mare-Balena","15-Mare-Balena",6,0.0442804,0.10071
"11-Mare-Balena","15-Pride-Perjudice",6,0.000575705,0.110637
"11-Mare-Balena","16-Don-Quijote",6,0.00417335,0.353613
"11-Mare-Balena","16-Mare-Balena",6,0.246329,0.623256
"11-Mare-Balena","16-Pride-Perjudice",6,0,0.052195
"11-Mare-Balena","17-Don-Quijote",6,0,0.00391539
"11-Mare-Balena","17-Mare-Balena",6,0.0810811,0.167883
"11-Mare-Balena","17-Pride-Perjudice",6,0.000604595,0.125174
"11-Mare-Balena","18-Don-Quijote",6,0.00139276,0.161945
"11-Mare-Balena","18-Mare-Balena",6,0.238559,0.632675
"11-Mare-Balena","18-Pride-Perjudice",6,0,0.0333705
"11-Mare-Balena","19-Don-Quijote",6,0.00733646,0.735715
"11-Mare-Balena","19-Mare-Balena",6,0.275204,0.752477
"11-Mare-Balena","19-Pride-Perjudice",6,0.00364697,0.542062
"11-Mare-Balena","2-Don-Quijote",6,0.0062461,0.160081
"11-Mare-Balena","2-Mare-Balena",6,0.0327422,0.0546323
"11-Mare-Balena","2-Pride-Perjudice",6,0,0.00990268
"11-Mare-Balena","20-Don-Quijote",6,0.00377501,0.286974
"11-Mare-Balena","20-Mare-Balena",6,0.0395575,0.0873912
"11-Mare-Balena","20-Pride-Perjudice",6,0.00426439,0.630174
"11-Mare-Balena","3-Don-Quijote",6,0.00543478,0.182941
"11-Mare-Balena","3-Mare-Balena",6,0.110309,0.254372
"11-Mare-Balena","3-Pride-Perjudice",6,0.00036483,0.298591
"11-Mare-Balena","4-Don-Quijote",6,0.00708248,0.603302
"11-Mare-Balena","4-Mare-Balena",6,0.0185529,0.0547526
"11-Mare-Balena","4-Pride-Perjudice",6,0.00188679,0.210787
"11-Mare-Balena","5-Don-Quijote",6,0.0056,0.432697
"11-Mare-Balena","5-Mare-Balena",6,0.00453515,0.00847578
"11-Mare-Balena","5-Pride-Perjudice",6,0,0.0219958
"11-Mare-Balena","6-Don-Quijote",6,0.00250752,0.17651
"11-Mare-Balena","6-Mare-Balena",6,0.199132,0.520356
"11-Mare-Balena","6-Pride-Perjudice",6,0.00045683,0.104141
"11-Mare-Balena","7-Don-Quijote",6,0.0020202,0.199364
"11-Mare-Balena","7-Mare-Balena",6,0.186353,0.470492
"11-Mare-Balena","7-Pride-Perjudice",6,0.00185874,0.291077
"11-Mare-Balena","8-Don-Quijote",6,0.000719942,0.188241
"11-Mare-Balena","8-Mare-Balena",6,0.177271,0.434476
"11-Mare-Balena","8-Pride-Perjudice",6,0.00121359,0.143904
"11-Mare-Balena","9-Don-Quijote",6,0.001638,0.0990546
"11-Mare-Balena","9-Mare-Balena",6,0.0897575,0.205224
"11-Mare-Balena","9-Pride-Perjudice",6,0.00265252,0.373264
"11-Pride-Perjudice","12-Don-Quijote",6,0.000849618,0.290065
"11-Pride-Perjudice","12-Mare-Balena",6,0,0.0495265
"11-Pride-Perjudice","12-Pride-Perjudice",6,0.0779712,0.165438
"11-Pride-Perjudice","13-Don-Quijote",6,0,0.00801471
"11-Pride-Perjudice","13-Mare-Balena",6,0.00252908,0.283783
"11-Pride-Perjudice","13-Pride-Perjudice",6,0.141012,0.387532
"11-Pride-Perjudice","14-Don-Quijote",6,0.00185014,0.277675
"11-Pride-Perjudice","14-Mare-Balena",6,0.0011396,0.255608
"11-Pride-Perjudice","14-Pride-Perjudice",6,0.196559,0.598263
"11-Pride-Perjudice","15-Don-Quijote",6,0,0.076855
"11-Pride-Perjudice","15-Mare-Balena",6,0,0.0493237
"11-Pride-Perjudice","15-Pride-Perjudice",6,0.0446334,0.119168
"11-Pride-Perjudice","16-Don-Quijote",6,0.000448029,0.256199
"11-Pride-Perjudice","16-Mare-Balena",6,0,0.000538784
"11-Pride-Perjudice","16-Pride-Perjudice",6,0.0583815,0.145039
"11-Pride-Perjudice","17-Don-Quijote",6,0.000954198,0.187416
"11-Pride-Perjudice","17-Mare-Balena",6,0,0.176669
"11-Pride-Perjudice","17-Pride-Perjudice",6,0.152185,0.438377
"11-Pride-Perjudice","18-Don-Quijote",6,0.00138045,0.955187
"11-Pride-Perjudice","18-Mare-Balena",6,0.0011976,0.508524
"11-Pride-Perjudice","18-Pride-Perjudice",6,0.114699,0.308003
"11-Pride-Perjudice","19-Don-Quijote",6,0,0.171704
"11-Pride-Perjudice","19-Mare-Balena",6,0,0.102745
"11-Pride-Perjudice","19-Pride-Perjudice",6,0.00398406,0.0176944
"11-Pride-Perjudice","2-Don-Quijote",6,0,0.19005
"11-Pride-Perjudice","2-Mare-Balena",6,0.00236806,0.602898
"11-Pride-Perjudice","2-Pride-Perjudice",6,0.0350649,0.119424
"11-Pride-Perjudice","20-Don-Quijote",6,0.0012966,0.680566
"11-Pride-Perjudice","20-Mare-Balena",6,0,0.0492187
"11-Pride-Perjudice","20-Pride-Perjudice",6,0.20048,0.623217
"11-Pride-Perjudice","3-Don-Quijote",6,0,0.0229524
"11-Pride-Perjudice","3-Mare-Balena",6,0.0019425,0.453874
