Documet1,Document2,K,ShinglesJaccard,AproxSim
"20-Mare-Balena","9-Pride-Perjudice",2,0.342697,0.544198
"20-Pride-Perjudice","3-Don-Quijote",2,0.0903226,0.125616
"20-Pride-Perjudice","3-Mare-Balena",2,0.0748663,0.199046
"20-Pride-Perjudice","3-Pride-Perjudice",2,0.285088,0.279588
"20-Pride-Perjudice","4-Don-Quijote",2,0.0503597,0.0973318
"20-Pride-Perjudice","4-Mare-Balena",2,0.0707547,0.161323
"20-Pride-Perjudice","4-Pride-Perjudice",2,0.688811,0.673635
"20-Pride-Perjudice","5-Don-Quijote",2,0.292683,0.531792
"20-Pride-Perjudice","5-Mare-Balena",2,0.275758,0.488474
"20-Pride-Perjudice","5-Pride-Perjudice",2,0.0330579,0.0667349
"20-Pride-Perjudice","6-Don-Quijote",2,0.142202,0.260292
"20-Pride-Perjudice","6-Mare-Balena",2,0.157534,0.255572
"20-Pride-Perjudice","6-Pride-Perjudice",2,0.160305,0.128713
"20-Pride-Perjudice","7-Don-Quijote",2,0.13,0.182524
"20-Pride-Perjudice","7-Mare-Balena",2,0.263804,0.445276
"20-Pride-Perjudice","7-Pride-Perjudice",2,0.215596,0.220523
"20-Pride-Perjudice","8-Don-Quijote",2,0.152416,0.304732
"20-Pride-Perjudice","8-Mare-Balena",2,0.210356,0.312097
"20-Pride-Perjudice","8-Pride-Perjudice",2,0,0.00658631
"20-Pride-Perjudice","9-Don-Quijote",2,0.275,0.423256
"20-Pride-Perjudice","9-Mare-Balena",2,0.284746,0.420433
"20-Pride-Perjudice","9-Pride-Perjudice",2,0.0603774,0.0594978
"3-Don-Quijote","3-Mare-Balena",2,0.430303,0.723366
"3-Don-Quijote","3-Pride-Perjudice",2,0.0638298,0.129754
"3-Don-Quijote","4-Don-Quijote",2,0.0603774,0.0637773
"3-Don-Quijote","4-Mare-Balena",2,0.310811,0.49844
"3-Don-Quijote","4-Pride-Perjudice",2,0.136752,0.198121
"3-Don-Quijote","5-Don-Quijote",2,0.0860215,0.114795
"3-Don-Quijote","5-Mare-Balena",2,0.210811,0.241768
"3-Don-Quijote","5-Pride-Perjudice",2,0.0765027,0.119748
"3-Don-Quijote","6-Don-Quijote",2,0.126984,0.134063
"3-Don-Quijote","6-Mare-Balena",2,0.0946746,0.123004
"3-Don-Quijote","6-Pride-Perjudice",2,0.356707,0.654713
"3-Don-Quijote","7-Don-Quijote",2,0.363636,0.36671
"3-Don-Quijote","7-Mare-Balena",2,0.175781,0.301026
"3-Don-Quijote","7-Pride-Perjudice",2,0.137255,0.227606
"3-Don-Quijote","8-Don-Quijote",2,0.0552995,0.0456281
"3-Don-Quijote","8-Mare-Balena",2,0.251046,0.361491
"3-Don-Quijote","8-Pride-Perjudice",2,0.199288,0.30676
"3-Don-Quijote","9-Don-Quijote",2,0.0252525,0.0384482
"3-Don-Quijote","9-Mare-Balena",2,0.429429,0.695776
"3-Don-Quijote","9-Pride-Perjudice",2,0.145923,0.271407
"3-Mare-Balena","3-Pride-Perjudice",2,0.180328,0.280578
"3-Mare-Balena","4-Don-Quijote",2,0.201278,0.288604
"3-Mare-Balena","4-Mare-Balena",2,0.395833,0.392387
"3-Mare-Balena","4-Pride-Perjudice",2,0.205674,0.359485
"3-Mare-Balena","5-Don-Quijote",2,0.421365,0.578328
"3-Mare-Balena","5-Mare-Balena",2,0.601286,0.608104
"3-Mare-Balena","5-Pride-Perjudice",2,0.253425,0.401943
"3-Mare-Balena","6-Don-Quijote",2,0.544693,0.773063
"3-Mare-Balena","6-Mare-Balena",2,0.254355,0.238765
"3-Mare-Balena","6-Pride-Perjudice",2,0.159483,0.249623
"3-Mare-Balena","7-Don-Quijote",2,0.296703,0.379057
"3-Mare-Balena","7-Mare-Balena",2,0.477352,0.478506
"3-Mare-Balena","7-Pride-Perjudice",2,0.196774,0.252351
"3-Mare-Balena","8-Don-Quijote",2,0.359223,0.476119
"3-Mare-Balena","8-Mare-Balena",2,0.0699301,0.0811395
"3-Mare-Balena","8-Pride-Perjudice",2,0.381215,0.641994
"3-Mare-Balena","9-Don-Quijote",2,0.37377,0.480929
"3-Mare-Balena","9-Mare-Balena",2,0.10687,0.12756
"3-Mare-Balena","9-Pride-Perjudice",2,0.399457,0.66994
"3-Pride-Perjudice","4-Don-Quijote",2,0.302181,0.495795
"3-Pride-Perjudice","4-Mare-Balena",2,0.124444,0.187236
"3-Pride-Perjudice","4-Pride-Perjudice",2,0.405405,0.41266
"3-Pride-Perjudice","5-Don-Quijote",2,0.1,0.121776
"3-Pride-Perjudice","5-Mare-Balena",2,0.180905,0.240629
"3-Pride-Perjudice","5-Pride-Perjudice",2,0.428571,0.42375
"3-Pride-Perjudice","6-Don-Quijote",2,0.175732,0.274955
"3-Pride-Perjudice","6-Mare-Balena",2,0.0633484,0.110236
"3-Pride-Perjudice","6-Pride-Perjudice",2,0.260417,0.238168
"3-Pride-Perjudice","7-Don-Quijote",2,0.0583942,0.0970996
"3-Pride-Perjudice","7-Mare-Balena",2,0.0673077,0.093237
"3-Pride-Perjudice","7-Pride-Perjudice",2,0.0234375,0.0162917
"3-Pride-Perjudice","8-Don-Quijote",2,0.213675,0.273828
"3-Pride-Perjudice","8-Mare-Balena",2,0.247706,0.385352
"3-Pride-Perjudice","8-Pride-Perjudice",2,0.479245,0.46734
"3-Pride-Perjudice","9-Don-Quijote",2,0.185053,0.275211
"3-Pride-Perjudice","9-Mare-Balena",2,0.0233918,0.0324484
"3-Pride-Perjudice","9-Pride-Perjudice",2,0.084507,0.0923019
"4-Don-Quijote","4-Mare-Balena",2,0.426036,0.720335
"4-Don-Quijote","4-Pride-Perjudice",2,0.102326,0.182118
"4-Don-Quijote","5-Don-Quijote",2,0.380342,0.374926
"4-Don-Quijote","5-Mare-Balena",2,0.21371,0.34681
"4-Don-Quijote","5-Pride-Perjudice",2,0.0390244,0.0589515
"4-Don-Quijote","6-Don-Quijote",2,0.145098,0.146746
"4-Don-Quijote","6-Mare-Balena",2,0.0677966,0.0988486
"4-Don-Quijote","6-Pride-Perjudice",2,0.347059,0.683361
"4-Don-Quijote","7-Don-Quijote",2,0.380165,0.422009
"4-Don-Quijote","7-Mare-Balena",2,0.1417,0.210818
"4-Don-Quijote","7-Pride-Perjudice",2,0.206612,0.275367
"4-Don-Quijote","8-Don-Quijote",2,0.0447154,0.0424383
"4-Don-Quijote","8-Mare-Balena",2,0.049505,0.103103
"4-Don-Quijote","8-Pride-Perjudice",2,0.236667,0.403808
"4-Don-Quijote","9-Don-Quijote",2,0.215789,0.234918
"4-Don-Quijote","9-Mare-Balena",2,0.0340909,0.0866941
"4-Don-Quijote","9-Pride-Perjudice",2,0.15122,0.260353
"4-Mare-Balena","4-Pride-Perjudice",2,0.0893617,0.12455
"4-Mare-Balena","5-Don-Quijote",2,0.266129,0.324612
"4-Mare-Balena","5-Mare-Balena",2,0.604651,0.607448
"4-Mare-Balena","5-Pride-Perjudice",2,0.305195,0.439054
"4-Mare-Balena","6-Don-Quijote",2,0.309524,0.424245
"4-Mare-Balena","6-Mare-Balena",2,0.696774,0.707145
"4-Mare-Balena","6-Pride-Perjudice",2,0.0041841,0.00629596
"4-Mare-Balena","7-Don-Quijote",2,0,0.00296619
"4-Mare-Balena","7-Mare-Balena",2,0.581081,0.576846
"4-Mare-Balena","7-Pride-Perjudice",2,0.128079,0.218924
"4-Mare-Balena","8-Don-Quijote",2,0.0177305,0.0188817
"4-Mare-Balena","8-Mare-Balena",2,0.719745,0.730752
"4-Mare-Balena","8-Pride-Perjudice",2,0.0408163,0.0700599
"4-Mare-Balena","9-Don-Quijote",2,0.185841,0.266469
"4-Mare-Balena","9-Mare-Balena",2,0.389241,0.387537
"4-Mare-Balena","9-Pride-Perjudice",2,0.189723,0.283746
"4-Pride-Perjudice","5-Don-Quijote",2,0.0482759,0.091954
"4-Pride-Perjudice","5-Mare-Balena",2,0.409704,0.767728
"4-Pride-Perjudice","5-Pride-Perjudice",2,0.0805687,0.0678657
"4-Pride-Perjudice","6-Don-Quijote",2,0.445055,0.777027
"4-Pride-Perjudice","6-Mare-Balena",2,0.121387,0.139055
"4-Pride-Perjudice","6-Pride-Perjudice",2,0.819398,0.82894
"4-Pride-Perjudice","7-Don-Quijote",2,0.0581395,0.0811881
"4-Pride-Perjudice","7-Mare-Balena",2,0.0325203,0.0669878
"4-Pride-Perjudice","7-Pride-Perjudice",2,0.648464,0.669586
"4-Pride-Perjudice","8-Don-Quijote",2,0.291667,0.472185
"4-Pride-Perjudice","8-Mare-Balena",2,0.0729167,0.128149
"4-Pride-Perjudice","8-Pride-Perjudice",2,0.126761,0.104743
"4-Pride-Perjudice","9-Don-Quijote",2,0.268212,0.407226
"4-Pride-Perjudice","9-Mare-Balena",2,0.30033,0.467466
"4-Pride-Perjudice","9-Pride-Perjudice",2,0.078125,0.0892444
"5-Don-Quijote","5-Mare-Balena",2,0.278689,0.44095
"5-Don-Quijote","5-Pride-Perjudice",2,0.18,0.322775
"5-Don-Quijote","6-Don-Quijote",2,0.0540541,0.11542
"5-Don-Quijote","6-Mare-Balena",2,0.303249,0.473084
"5-Don-Quijote","6-Pride-Perjudice",2,0.294118,0.543421
"5-Don-Quijote","7-Don-Quijote",2,0.310044,0.304772
"5-Don-Quijote","7-Mare-Balena",2,0.05,0.0905563
"5-Don-Quijote","7-Pride-Perjudice",2,0.321311,0.5556
"5-Don-Quijote","8-Don-Quijote",2,0.311688,0.292964
"5-Don-Quijote","8-Mare-Balena",2,0.238298,0.348667
"5-Don-Quijote","8-Pride-Perjudice",2,0.240803,0.388218
"5-Don-Quijote","9-Don-Quijote",2,0.20283,0.178517
"5-Don-Quijote","9-Mare-Balena",2,0.075,0.110536
"5-Don-Quijote","9-Pride-Perjudice",2,0.1625,0.297546
"5-Mare-Balena","5-Pride-Perjudice",2,0.0197368,0.0474089
"5-Mare-Balena","6-Don-Quijote",2,0.457576,0.609307
"5-Mare-Balena","6-Mare-Balena",2,0.633758,0.642786
"5-Mare-Balena","6-Pride-Perjudice",2,0.173745,0.288601
"5-Mare-Balena","7-Don-Quijote",2,0.0125,0.00937555
"5-Mare-Balena","7-Mare-Balena",2,0.0379747,0.0675592
"5-Mare-Balena","7-Pride-Perjudice",2,0.12459,0.170522
"5-Mare-Balena","8-Don-Quijote",2,0.426866,0.589906
"5-Mare-Balena","8-Mare-Balena",2,0.457746,0.473508
"5-Mare-Balena","8-Pride-Perjudice",2,0.466321,0.801028
"5-Mare-Balena","9-Don-Quijote",2,0.0298507,0.0575693
"5-Mare-Balena","9-Mare-Balena",2,0.473684,0.493606
"5-Mare-Balena","9-Pride-Perjudice",2,0.272085,0.385019
"5-Pride-Perjudice","6-Don-Quijote",2,0.122271,0.14958
"5-Pride-Perjudice","6-Mare-Balena",2,0.354286,0.650131
"5-Pride-Perjudice","6-Pride-Perjudice",2,0.282407,0.299859
"5-Pride-Perjudice","7-Don-Quijote",2,0.0322581,0.0269576
"5-Pride-Perjudice","7-Mare-Balena",2,0.10582,0.190883
"5-Pride-Perjudice","7-Pride-Perjudice",2,0.0362694,0.039069
"5-Pride-Perjudice","8-Don-Quijote",2,0.230508,0.412818
"5-Pride-Perjudice","8-Mare-Balena",2,0.09699,0.151847
"5-Pride-Perjudice","8-Pride-Perjudice",2,0.230159,0.220472
"5-Pride-Perjudice","9-Don-Quijote",2,0.13198,0.171218
"5-Pride-Perjudice","9-Mare-Balena",2,0.0840708,0.136785
"5-Pride-Perjudice","9-Pride-Perjudice",2,0.402597,0.368629
"6-Don-Quijote","6-Mare-Balena",2,0.114865,0.168149
"6-Don-Quijote","6-Pride-Perjudice",2,0.119048,0.200173
"6-Don-Quijote","7-Don-Quijote",2,0.633094,0.628279
"6-Don-Quijote","7-Mare-Balena",2,0,0.00355795
"6-Don-Quijote","7-Pride-Perjudice",2,0.0138889,0.0442906
"6-Don-Quijote","8-Don-Quijote",2,0.0139535,0.0106413
"6-Don-Quijote","8-Mare-Balena",2,0.389728,0.652751
"6-Don-Quijote","8-Pride-Perjudice",2,0.245223,0.414824
"6-Don-Quijote","9-Don-Quijote",2,0.473029,0.4583
"6-Don-Quijote","9-Mare-Balena",2,0.0144928,0.0142312
"6-Don-Quijote","9-Pride-Perjudice",2,0.187266,0.347263
"6-Mare-Balena","6-Pride-Perjudice",2,0.200913,0.261572
"6-Mare-Balena","7-Don-Quijote",2,0,0.0120298
"6-Mare-Balena","7-Mare-Balena",2,0.0772727,0.0758997
"6-Mare-Balena","7-Pride-Perjudice",2,0.115607,0.167109
"6-Mare-Balena","8-Don-Quijote",2,0.0692308,0.111215
"6-Mare-Balena","8-Mare-Balena",2,0.147929,0.126564
"6-Mare-Balena","8-Pride-Perjudice",2,0.242424,0.330705
"6-Mare-Balena","9-Don-Quijote",2,0.0760456,0.0804779
"6-Mare-Balena","9-Mare-Balena",2,0.858044,0.859636
"6-Mare-Balena","9-Pride-Perjudice",2,0.363636,0.603017
"6-Pride-Perjudice","7-Don-Quijote",2,0.435135,0.792264
"6-Pride-Perjudice","7-Mare-Balena",2,0.157447,0.287879
"6-Pride-Perjudice","7-Pride-Perjudice",2,0.631399,0.65438
"6-Pride-Perjudice","8-Don-Quijote",2,0.111111,0.191052
"6-Pride-Perjudice","8-Mare-Balena",2,0.0111111,0.0133129
"6-Pride-Perjudice","8-Pride-Perjudice",2,0.304348,0.323841
"6-Pride-Perjudice","9-Don-Quijote",2,0,0.0228541
"6-Pride-Perjudice","9-Mare-Balena",2,0.221875,0.376082
"6-Pride-Perjudice","9-Pride-Perjudice",2,0.0340136,0.0352108
"7-Don-Quijote","7-Mare-Balena",2,0.238095,0.390913
"7-Don-Quijote","7-Pride-Perjudice",2,0.0839161,0.126296
"7-Don-Quijote","8-Don-Quijote",2,0.20197,0.196997
"7-Don-Quijote","8-Mare-Balena",2,0.244444,0.35513
"7-Don-Quijote","8-Pride-Perjudice",2,0.256809,0.394187
"7-Don-Quijote","9-Don-Quijote",2,0.153005,0.157101
"7-Don-Quijote","9-Mare-Balena",2,0.0979592,0.166335
"7-Don-Quijote","9-Pride-Perjudice",2,0.0987654,0.237518
"7-Mare-Balena","7-Pride-Perjudice",2,0.118721,0.1753
"7-Mare-Balena","8-Don-Quijote",2,0.0696203,0.129636
"7-Mare-Balena","8-Mare-Balena",2,0.146552,0.117114
"7-Mare-Balena","8-Pride-Perjudice",2,0.114943,0.166399
"7-Mare-Balena","9-Don-Quijote",2,0.338762,0.452523
"7-Mare-Balena","9-Mare-Balena",2,0.699029,0.697781
"7-Mare-Balena","9-Pride-Perjudice",2,0.193353,0.29468
"7-Pride-Perjudice","8-Don-Quijote",2,0.334385,0.544021
"7-Pride-Perjudice","8-Mare-Balena",2,0.352778,0.664009
"7-Pride-Perjudice","8-Pride-Perjudice",2,0.24537,0.213242
"7-Pride-Perjudice","9-Don-Quijote",2,0.259786,0.398104
"7-Pride-Perjudice","9-Mare-Balena",2,0.0535117,0.0962114
"7-Pride-Perjudice","9-Pride-Perjudice",2,0.0746269,0.0758981
"8-Don-Quijote","8-Mare-Balena",2,0.141361,0.239012
"8-Don-Quijote","8-Pride-Perjudice",2,0.128205,0.18087
"8-Don-Quijote","9-Don-Quijote",2,0.270758,0.265879
"8-Don-Quijote","9-Mare-Balena",2,0.0638298,0.0714967
"8-Don-Quijote","9-Pride-Perjudice",2,0.127753,0.211125
"8-Mare-Balena","8-Pride-Perjudice",2,0.393352,0.626968
"8-Mare-Balena","9-Don-Quijote",2,0.0625,0.0741479
"8-Mare-Balena","9-Mare-Balena",2,0.165714,0.183009
"8-Mare-Balena","9-Pride-Perjudice",2,0.155779,0.218131
"8-Pride-Perjudice","9-Don-Quijote",2,0.0561798,0.0890344
"8-Pride-Perjudice","9-Mare-Balena",2,0.0801394,0.121847
"8-Pride-Perjudice","9-Pride-Perjudice",2,0.496241,0.49506
"9-Don-Quijote","9-Mare-Balena",2,0.162304,0.217994
"9-Don-Quijote","9-Pride-Perjudice",2,0,0.042622
"9-Mare-Balena","9-Pride-Perjudice",2,0.186275,0.263697
"1-Don-Quijote","1-Mare-Balena",2,0.150685,0.25765
"1-Don-Quijote","1-Pride-Perjudice",2,0.040404,0.0978644
"1-Don-Quijote","10-Don-Quijote",2,0.194737,0.241789
"1-Don-Quijote","10-Mare-Balena",2,0.0917874,0.108346
"1-Don-Quijote","10-Pride-Perjudice",2,0.329341,0.652744
"1-Don-Quijote","11-Don-Quijote",2,0.652174,0.651322
"1-Don-Quijote","11-Mare-Balena",2,0.337705,0.549444
"1-Don-Quijote","11-Pride-Perjudice",2,0.167857,0.282711
"1-Don-Quijote","12-Don-Quijote",2,0.0273973,0.0282327
"1-Don-Quijote","12-Mare-Balena",2,0.190661,0.310722
"1-Don-Quijote","12-Pride-Perjudice",2,0.0434783,0.0849421
"1-Don-Quijote","13-Don-Quijote",2,0.45339,0.425341
"1-Don-Quijote","13-Mare-Balena",2,0.493902,0.767749
"1-Don-Quijote","13-Pride-Perjudice",2,0.320132,0.543087
"1-Don-Quijote","14-Don-Quijote",2,0.67148,0.68133
"1-Don-Quijote","14-Mare-Balena",2,0,0.00605894
"1-Don-Quijote","14-Pride-Perjudice",2,0.331169,0.545323
"1-Don-Quijote","15-Don-Quijote",2,0.102703,0.112137
"1-Don-Quijote","15-Mare-Balena",2,0.316151,0.512387
"1-Don-Quijote","15-Pride-Perjudice",2,0.344512,0.632666
"1-Don-Quijote","16-Don-Quijote",2,0.110687,0.112788
"1-Don-Quijote","16-Mare-Balena",2,0.168627,0.223775
"1-Don-Quijote","16-Pride-Perjudice",2,0.132948,0.211207
"1-Don-Quijote","17-Don-Quijote",2,0.236364,0.251506
"1-Don-Quijote","17-Mare-Balena",2,0.104478,0.126232
"1-Don-Quijote","17-Pride-Perjudice",2,0.0884354,0.165854
"1-Don-Quijote","18-Don-Quijote",2,0.0150376,0.0208283
"1-Don-Quijote","18-Mare-Balena",2,0.138365,0.163149
"1-Don-Quijote","18-Pride-Perjudice",2,0,0.00355585
"1-Don-Quijote","19-Don-Quijote",2,0.121951,0.124215
"1-Don-Quijote","19-Mare-Balena",2,0.192982,0.318885
"1-Don-Quijote","19-Pride-Perjudice",2,0.356037,0.624964
"1-Don-Quijote","2-Don-Quijote",2,0.320197,0.304871
"1-Don-Quijote","2-Mare-Balena",2,0.06875,0.109954
"1-Don-Quijote","2-Pride-Perjudice",2,0.08125,0.132194
"1-Don-Quijote","20-Don-Quijote",2,0.505792,0.518077
"1-Don-Quijote","20-Mare-Balena",2,0.0278884,0.0389361
"1-Don-Quijote","20-Pride-Perjudice",2,0.0588235,0.0766284
"1-Don-Quijote","3-Don-Quijote",2,0.239819,0.2277
"1-Don-Quijote","3-Mare-Balena",2,0.152778,0.252242
"1-Don-Quijote","3-Pride-Perjudice",2,0.22314,0.336526
"1-Don-Quijote","4-Don-Quijote",2,0.138686,0.134766
"1-Don-Quijote","4-Mare-Balena",2,0.140271,0.247019
"1-Don-Quijote","4-Pride-Perjudice",2,0.0955882,0.152622
"1-Don-Quijote","5-Don-Quijote",2,0.31401,0.270796
"1-Don-Quijote","5-Mare-Balena",2,0.09375,0.138442
"1-Don-Quijote","5-Pride-Perjudice",2,0.167315,0.276789
"1-Don-Quijote","6-Don-Quijote",2,0.509434,0.547016
"1-Don-Quijote","6-Mare-Balena",2,0.198113,0.265474
"1-Don-Quijote","6-Pride-Perjudice",2,0.0630631,0.10523
"1-Don-Quijote","7-Don-Quijote",2,0.350195,0.354998
"1-Don-Quijote","7-Mare-Balena",2,0.0357143,0.0516196
"1-Don-Quijote","7-Pride-Perjudice",2,0.215385,0.388457
"1-Don-Quijote","8-Don-Quijote",2,0.15,0.150696
"1-Don-Quijote","8-Mare-Balena",2,0.389571,0.672685
"1-Don-Quijote","8-Pride-Perjudice",2,0.103825,0.13957
"1-Don-Quijote","9-Don-Quijote",2,0.452675,0.453952
"1-Don-Quijote","9-Mare-Balena",2,0.0185185,0.0668185
"1-Don-Quijote","9-Pride-Perjudice",2,0.0952381,0.189184
"1-Mare-Balena","1-Pride-Perjudice",2,0.319885,0.525929
"1-Mare-Balena","10-Don-Quijote",2,0.308244,0.401109
"1-Mare-Balena","10-Mare-Balena",2,0.244186,0.27744
"1-Mare-Balena","10-Pride-Perjudice",2,0.00925926,0.0125421
"1-Mare-Balena","11-Don-Quijote",2,0.303571,0.357068
"1-Mare-Balena","11-Mare-Balena",2,0.62963,0.605013
"1-Mare-Balena","11-Pride-Perjudice",2,0,0.0143669
"1-Mare-Balena","12-Don-Quijote",2,0.103333,0.154605
"1-Mare-Balena","12-Mare-Balena",2,0.213333,0.211295
"1-Mare-Balena","12-Pride-Perjudice",2,0.0872093,0.165098
"1-Mare-Balena","13-Don-Quijote",2,0.440233,0.608559
"1-Mare-Balena","13-Mare-Balena",2,0.128405,0.127782
"1-Mare-Balena","13-Pride-Perjudice",2,0.201863,0.39419
"1-Mare-Balena","14-Don-Quijote",2,0.0444444,0.0542367
"1-Mare-Balena","14-Mare-Balena",2,0.0479452,0.0502371
"1-Mare-Balena","14-Pride-Perjudice",2,0.0373832,0.0567619
"1-Mare-Balena","15-Don-Quijote",2,0.474138,0.669123
"1-Mare-Balena","15-Mare-Balena",2,0.237226,0.236301
"1-Mare-Balena","15-Pride-Perjudice",2,0.0728155,0.12746
"1-Mare-Balena","16-Don-Quijote",2,0.564738,0.809954
"1-Mare-Balena","16-Mare-Balena",2,0.15493,0.146019
"1-Mare-Balena","16-Pride-Perjudice",2,0.0340909,0.0772247
"1-Mare-Balena","17-Don-Quijote",2,0.294118,0.402224
"1-Mare-Balena","17-Mare-Balena",2,0.107143,0.0972226
"1-Mare-Balena","17-Pride-Perjudice",2,0.0365854,0.0736343
"1-Mare-Balena","18-Don-Quijote",2,0.183908,0.203457
"1-Mare-Balena","18-Mare-Balena",2,0.08867,0.0835847
"1-Mare-Balena","18-Pride-Perjudice",2,0.146919,0.189844
"1-Mare-Balena","19-Don-Quijote",2,0.230769,0.316767
"1-Mare-Balena","19-Mare-Balena",2,0.268382,0.275081
"1-Mare-Balena","19-Pride-Perjudice",2,0.176678,0.311463
"1-Mare-Balena","2-Don-Quijote",2,0.0478469,0.0608163
"1-Mare-Balena","2-Mare-Balena",2,0.376,0.341089
"1-Mare-Balena","2-Pride-Perjudice",2,0.479167,0.811265
"1-Mare-Balena","20-Don-Quijote",2,0.220884,0.24978
"1-Mare-Balena","20-Mare-Balena",2,0.398438,0.377157
"1-Mare-Balena","20-Pride-Perjudice",2,0.0867052,0.173242
"1-Mare-Balena","3-Don-Quijote",2,0.267361,0.366783
"1-Mare-Balena","3-Mare-Balena",2,0.0646388,0.0622307
"1-Mare-Balena","3-Pride-Perjudice",2,0.0431655,0.103893
"1-Mare-Balena","4-Don-Quijote",2,0.096,0.115079
"1-Mare-Balena","4-Mare-Balena",2,0.469595,0.459284
"1-Mare-Balena","4-Pride-Perjudice",2,0.163347,0.217803
"1-Mare-Balena","5-Don-Quijote",2,0.0434783,0.0525733
"1-Mare-Balena","5-Mare-Balena",2,0.191489,0.198488
"1-Mare-Balena","5-Pride-Perjudice",2,0.118421,0.145012
"1-Mare-Balena","6-Don-Quijote",2,0.445783,0.60776
"1-Mare-Balena","6-Mare-Balena",2,0.384083,0.369685
"1-Mare-Balena","6-Pride-Perjudice",2,0.14557,0.158453
"1-Mare-Balena","7-Don-Quijote",2,0.266667,0.376749
"1-Mare-Balena","7-Mare-Balena",2,0.122881,0.130908
"1-Mare-Balena","7-Pride-Perjudice",2,0.340909,0.543263
"1-Mare-Balena","8-Don-Quijote",2,0.0839161,0.0904229
"1-Mare-Balena","8-Mare-Balena",2,0.0545455,0.0876716
"1-Mare-Balena","8-Pride-Perjudice",2,0.346369,0.611173
"1-Mare-Balena","9-Don-Quijote",2,0.00729927,0.012592
"1-Mare-Balena","9-Mare-Balena",2,0.603333,0.600187
"1-Mare-Balena","9-Pride-Perjudice",2,0.308357,0.519838
"1-Pride-Perjudice","10-Don-Quijote",2,0.310897,0.49751
"1-Pride-Perjudice","10-Mare-Balena",2,0.324786,0.55685
"1-Pride-Perjudice","10-Pride-Perjudice",2,0.370079,0.377218
"1-Pride-Perjudice","11-Don-Quijote",2,0.05,0.0376633
"1-Pride-Perjudice","11-Mare-Balena",2,0.0789474,0.109983
"1-Pride-Perjudice","11-Pride-Perjudice",2,0.235897,0.227463
"1-Pride-Perjudice","12-Don-Quijote",2,0.157895,0.222659
"1-Pride-Perjudice","12-Mare-Balena",2,0.0985915,0.146609
"1-Pride-Perjudice","12-Pride-Perjudice",2,0.48289,0.481481
"1-Pride-Perjudice","13-Don-Quijote",2,0.0117647,0.0430564
"1-Pride-Perjudice","13-Mare-Balena",2,0.308176,0.529693
"1-Pride-Perjudice","13-Pride-Perjudice",2,0.0186916,0.0231059
"1-Pride-Perjudice","14-Don-Quijote",2,0.469613,0.795902
"1-Pride-Perjudice","14-Mare-Balena",2,0.183391,0.326816
"1-Pride-Perjudice","14-Pride-Perjudice",2,0.657718,0.679986
"1-Pride-Perjudice","15-Don-Quijote",2,0.0732601,0.130111
"1-Pride-Perjudice","15-Mare-Balena",2,0.0946746,0.180449
"1-Pride-Perjudice","15-Pride-Perjudice",2,0.28,0.294324
"1-Pride-Perjudice","16-Don-Quijote",2,0.264085,0.426075
"1-Pride-Perjudice","16-Mare-Balena",2,0.267559,0.460576
"1-Pride-Perjudice","16-Pride-Perjudice",2,0.747475,0.76207
"1-Pride-Perjudice","17-Don-Quijote",2,0.332326,0.556251
"1-Pride-Perjudice","17-Mare-Balena",2,0.158228,0.280915
"1-Pride-Perjudice","17-Pride-Perjudice",2,0.628975,0.620349
"1-Pride-Perjudice","18-Don-Quijote",2,0.102041,0.15155
"1-Pride-Perjudice","18-Mare-Balena",2,0.0473684,0.0814826
"1-Pride-Perjudice","18-Pride-Perjudice",2,0.0301724,0.0297286
"1-Pride-Perjudice","19-Don-Quijote",2,0.244604,0.359155
"1-Pride-Perjudice","19-Mare-Balena",2,0,0.00652112
"1-Pride-Perjudice","19-Pride-Perjudice",2,0.184971,0.162879
"1-Pride-Perjudice","2-Don-Quijote",2,0.0833333,0.149312
"1-Pride-Perjudice","2-Mare-Balena",2,0.0549451,0.0820153
"1-Pride-Perjudice","2-Pride-Perjudice",2,0.298969,0.263263
"1-Pride-Perjudice","20-Don-Quijote",2,0.348083,0.609911
"1-Pride-Perjudice","20-Mare-Balena",2,0.0945946,0.156069
"1-Pride-Perjudice","20-Pride-Perjudice",2,0.0581395,0.0388128
"1-Pride-Perjudice","3-Don-Quijote",2,0.332288,0.544444
"1-Pride-Perjudice","3-Mare-Balena",2,0.278846,0.442516
"1-Pride-Perjudice","3-Pride-Perjudice",2,0.765306,0.756028
"1-Pride-Perjudice","4-Don-Quijote",2,0.134078,0.203462
"1-Pride-Perjudice","4-Mare-Balena",2,0.136943,0.202776
"1-Pride-Perjudice","4-Pride-Perjudice",2,0.42449,0.408735
"1-Pride-Perjudice","5-Don-Quijote",2,0.278287,0.445367
"1-Pride-Perjudice","5-Mare-Balena",2,0.212625,0.403846
"1-Pride-Perjudice","5-Pride-Perjudice",2,0.196078,0.201635
"1-Pride-Perjudice","6-Don-Quijote",2,0.0960265,0.158477
"1-Pride-Perjudice","6-Mare-Balena",2,0.0454545,0.0931559
"1-Pride-Perjudice","6-Pride-Perjudice",2,0.116883,0.120448
"1-Pride-Perjudice","7-Don-Quijote",2,0.233449,0.361416
"1-Pride-Perjudice","7-Mare-Balena",2,0.198502,0.341607
"1-Pride-Perjudice","7-Pride-Perjudice",2,0.258687,0.257199
"1-Pride-Perjudice","8-Don-Quijote",2,0.183521,0.284466
"1-Pride-Perjudice","8-Mare-Balena",2,0.375691,0.694204
